"length_url","length_hostname","ip","nb_dots","nb_hyphens","nb_at","nb_qm","nb_and","nb_or","nb_eq","nb_underscore","nb_tilde","nb_percent","nb_slash","nb_star","nb_colon","nb_comma","nb_semicolumn","nb_dollar","nb_space","nb_www","nb_com","nb_dslash","http_in_path","https_token","ratio_digits_url","ratio_digits_host","punycode","port","tld_in_path","tld_in_subdomain","abnormal_subdomain","nb_subdomains","prefix_suffix","random_domain","shortening_service","path_extension","nb_redirection","nb_external_redirection","length_words_raw","char_repeat","shortest_words_raw","shortest_word_host","shortest_word_path","longest_words_raw","longest_word_host","longest_word_path","avg_words_raw","avg_word_host","avg_word_path","phish_hints","domain_in_brand","brand_in_subdomain","brand_in_path","suspecious_tld","statistical_report","nb_hyperlinks","ratio_intHyperlinks","ratio_extHyperlinks","ratio_nullHyperlinks","nb_extCSS","ratio_intRedirection","ratio_extRedirection","ratio_intErrors","ratio_extErrors","login_form","external_favicon","links_in_tags","submit_email","ratio_intMedia","ratio_extMedia","sfh","iframe","popup_window","safe_anchor","onmouseover","right_clic","empty_title","domain_in_title","domain_with_copyright","whois_registered_domain","domain_registration_length","domain_age","web_traffic","dns_record","google_index","page_rank","status"
"107","18","0","3","0","0","0","0","0","0","0","0","0","13","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","3","0","0","0","0","0","0","14","4","3","3","3","11","11","11","6","7","5.833333333","0","0","0","0","0","0","53","0.981132075","0.018867925","0","0","0","0","0","0","0","0","100","0","0","100","0","0","0","100","0","0","0","1","1","0","71","5034","0","0","1","2","unsafe"
"26","17","0","2","1","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","3","3","3","3","0","5","5","0","4","4","0","0","0","0","0","0","0","35","0.942857143","0.057142857","0","0","0","0","0","0","0","0","83.33333333","0","80","20","0","0","0","100","0","0","0","1","1","0","0","-1","0","0","0","2","safe"
"46","28","0","5","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","6","2","1","1","4","11","11","4","4.833333333","5.25","4","1","0","0","0","0","0","83","0.469879518","0.530120482","0","2","0","0.363636364","0","0.045454545","1","1","0","0","33.33333333","66.66666667","0","0","0","56.92307692","0","0","0","1","1","0","231","5613","0","0","1","5","unsafe"
"80","13","1","3","2","0","0","0","0","0","0","0","1","5","0","1","0","0","0","1","0","0","0","0","0","0.275","0","0","0","0","0","0","3","0","0","0","1","0","0","7","0","2","9","2","32","9","32","8.571428571","9","8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","314","50","0","0","1","0","unsafe"
"25","16","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","8","8","0","5.5","5.5","0","0","0","0","0","0","0","172","0.720930233","0.279069767","0","2","0","0.020833333","0","0.125","0","1","9.523809524","0","0","100","0","0","0","60","0","0","0","0","0","0","990","5948","211508","0","0","4","safe"
"25","16","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","2","3","3","3","0","9","9","0","6","6","0","0","0","0","0","0","0","44","0.840909091","0.159090909","0","0","0","0.285714286","0","0.142857143","0","0","90.90909091","0","77.77777778","22.22222222","0","0","0","0","0","0","0","1","1","0","69","1758","0","0","0","2","safe"
"25","17","0","2","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","4","3","3","0","10","10","0","6.5","6.5","0","0","0","0","0","0","0","234","1","0","0","0","0","0","0","0","0","0","100","0","100","0","0","0","0","100","0","0","0","0","1","0","280","4103","35724","0","0","5","safe"
"441","31","1","3","3","0","1","0","0","0","0","0","0","8","0","1","0","0","0","0","1","0","0","0","0","0.480725624","0.064516129","0","0","0","0","0","3","1","0","0","0","0","0","13","25","1","11","1","288","15","288","32.07692308","13","35.54545455","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","1","1","0","0","948","7087","18105","0","1","3","unsafe"
"19","12","0","2","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","2","3","3","3","0","5","5","0","4","4","0","0","0","0","0","0","0","179","0.748603352","0.251396648","0","3","0","0.133333333","0","0","0","1","12.5","0","5.263157895","94.73684211","0","0","0","94.69026549","0","0","0","1","1","0","49","-1","1853658","0","0","2","safe"
"124","46","1","5","0","0","1","2","0","3","2","0","0","5","0","1","0","0","0","0","1","1","0","0","0","0.153225806","0","0","0","0","1","0","3","0","0","0","0","0","0","13","8","2","3","2","17","13","17","7.461538462","7.6","7.375","0","0","0","0","0","0","51","1","0","0","0","0","0","0","0","0","0","100","0","100","0","0","0","0","100","0","0","0","1","1","0","25","3993","5707171","0","1","0","unsafe"
"59","22","0","1","2","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0.033898305","0.090909091","0","0","0","0","1","1","0","0","0","0","0","0","4","1","6","18","6","18","18","12","10.75","18","8.333333333","0","0","0","0","0","0","76","0.736842105","0.263157895","0","0","0","0.2","0","0.05","1","0","80.64516129","0","100","0","0","0","0","25","0","0","0","1","0","0","155","4594","125414","0","0","5","safe"
"42","13","0","1","1","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","4","0","2","10","2","10","10","9","7","10","6","2","0","0","0","0","0","15","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","723","-1","0","0","1","0","unsafe"
"34","25","0","2","1","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","3","0","3","3","0","11","11","0","6.333333333","6.333333333","0","0","0","0","0","0","0","302","0.940397351","0.059602649","0","1","0","0","0","0.388888889","0","1","76.47058824","0","87.93103448","12.06896552","0","0","0","84.61538462","0","0","0","1","1","0","185","-1","389161","0","0","3","safe"
"44","11","0","2","1","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","1","0","0","0","1","0","6","0","2","8","2","8","8","7","4.833333333","8","4.2","1","0","0","0","0","0","22","0.954545455","0.045454545","0","0","0","0","0","0","0","0","50","0","100","0","0","0","0","100","0","0","0","1","0","0","25","340","0","0","1","0","unsafe"
"66","17","0","3","3","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","1","0","0","0","1","0.106060606","0.058823529","0","0","0","0","0","3","0","0","0","0","1","0","9","4","2","3","2","10","9","10","5.222222222","6","5","0","0","0","0","0","0","144","0.444444444","0.555555556","0","3","0","0.5375","0","0.025","1","1","47.36842105","0","84.7826087","15.2173913","0","0","0","41.11111111","0","0","0","1","0","0","321","-1","4194715","0","0","3","safe"
"26","18","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","4","4","0","8","8","0","6","6","0","0","0","0","0","1","0","8","0.5","0.5","0","0","0","0","0","0","0","1","0","0","100","0","0","0","0","94.44444444","0","1","0","1","1","0","259","105","1566145","0","1","0","unsafe"
"18","11","0","1","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","3","3","0","3","3","0","3","3","0","0","0","0","0","0","0","9","0.555555556","0.444444444","0","0","0","0.5","0","0","0","0","50","0","100","0","0","0","0","0","0","0","0","0","1","1","0","1127","0","0","0","3","safe"
"123","11","0","5","8","1","2","0","0","2","0","0","0","6","0","2","0","0","0","0","0","2","1","1","0","0.162601626","0","0","0","1","0","0","3","0","0","0","0","2","0","21","3","1","1","1","13","5","13","4.238095238","3","4.368421053","0","0","0","0","0","0","21","0.428571429","0.571428571","0","0","0","0.75","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","1","1","0","2815","6316","6412","0","0","6","unsafe"
"41","29","0","1","2","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","2","0","4","1","3","5","3","11","11","3","6.5","7.666666667","3","2","0","0","0","0","0","8","0.125","0.875","0","1","0","0","0","0","0","1","33.33333333","0","0","100","0","0","0","0","0","0","0","1","0","0","71","295","0","0","1","0","unsafe"
"60","18","0","3","0","0","0","0","0","0","2","0","0","4","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","7","4","1","1","4","12","9","12","6","4","7.5","0","1","0","0","0","0","375","0.906666667","0.093333333","0","0","0","0.371428571","0","0.142857143","0","0","100","0","100","0","0","0","0","62.3655914","0","0","0","0","1","0","902","7133","12","0","1","7","safe"
"63","18","0","2","3","0","0","0","0","0","0","0","0","7","0","1","0","0","0","0","1","0","0","0","1","0.079365079","0","0","0","0","0","0","2","1","0","0","0","1","0","9","5","1","3","1","10","10","10","4.777777778","6.5","4.285714286","0","0","0","0","0","0","325","0.975384615","0.024615385","0","0","0","0.25","0","0","1","0","94.87179487","0","100","0","0","0","0","44.44444444","0","0","0","1","1","0","201","8932","108957","0","1","4","safe"
"72","18","0","2","6","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","10","3","2","3","2","10","10","9","5.1","6.5","4.75","0","0","0","0","0","0","7","0.857142857","0.142857143","0","0","0","1","0","0","0","0","100","0","0","0","0","0","0","50","0","0","0","0","1","0","670","-1","0","0","0","0","safe"
"21","12","0","1","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","9","9","0","9","9","0","9","9","0","0","0","0","0","1","0","449","0.982182628","0.017817372","0","1","0","0","0","0","0","1","88.23529412","0","83.33333333","16.66666667","0","0","0","88.88888889","0","0","0","0","1","0","0","-1","211827","0","0","2","safe"
"26","18","0","2","1","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","3","3","3","3","0","6","6","0","4.333333333","4.333333333","0","0","0","0","0","0","0","1130","0.884955752","0.115044248","0","1","0","0.030769231","0","0.007692308","1","1","77.5","0","77.19714964","22.80285036","0","0","0","95.50561798","0","0","0","1","1","0","280","7759","39678","0","0","3","safe"
"92","31","0","2","7","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","10","4","3","3","3","23","23","10","7.1","13","5.625","1","0","0","0","0","0","116","0.715517241","0.284482759","0","1","0","0.242424242","0","0.545454545","0","1","81.81818182","0","91.80327869","8.196721311","0","0","0","20.68965517","0","0","0","1","0","0","308","2613","788754","0","0","3","safe"
"46","34","1","4","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","1","0.195652174","0.235294118","0","0","0","0","0","3","0","0","0","0","0","0","5","3","2","2","3","9","9","3","6","6.75","3","0","0","0","0","0","0","4","0.25","0.75","0","0","0","0","0","0","0","1","0","0","100","0","0","0","0","0","0","0","0","1","0","0","7","359","0","0","1","1","unsafe"
"62","37","0","4","3","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0.064516129","0.108108108","0","0","0","0","0","3","0","0","0","0","1","0","7","0","3","6","3","10","10","7","6.142857143","7","5","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","100","0","0","0","1","0","0","364","0","0","1","1","0","unsafe"
"33","24","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","1","9","9","0","10","10","0","9.5","9.5","0","0","1","0","0","0","0","118","0.542372881","0.457627119","0","7","0","0.018518519","0","0.037037037","0","1","65.95744681","0","0","100","0","0","0","57.89473684","0","0","0","1","0","0","587","7448","0","0","1","8","safe"
"39","16","0","2","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","4","1","4","5","4","9","6","9","6","5.5","6.5","2","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","2974","8348","1","0","1","10","unsafe"
"28","15","0","1","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","1","0.035714286","0.066666667","0","0","0","0","0","1","0","0","0","0","2","0","2","0","4","12","4","12","12","4","8","12","4","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","1","0","0","0","100","0","0","0","0","0","0","0","1","0","0","64","-1","0","0","1","0","unsafe"
"56","21","0","3","5","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","1","0","0","0","9","5","2","2","4","5","5","5","4.111111111","3.5","4.6","0","0","0","0","0","0","14","0.357142857","0.642857143","0","0","0","0.222222222","0","0.111111111","0","0","42.85714286","0","0","0","0","0","0","28.57142857","0","0","0","1","0","0","267","4481","627184","0","0","5","safe"
"196","25","1","3","20","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","1","0","0","0","1","0.071428571","0","0","0","0","0","0","3","0","0","0","0","2","0","24","5","2","3","2","13","13","11","6.583333333","8","6.454545455","0","0","0","0","0","0","16","0.5","0.5","0","0","0","0.25","0","0","0","0","50","0","0","100","0","0","0","0","0","0","0","1","0","0","215","-1","3461289","0","0","0","unsafe"
"26","17","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","4","3","3","0","9","9","0","6","6","0","0","0","0","0","0","0","36","0.805555556","0.194444444","0","0","0","0.285714286","0","0","0","0","90","0","85.71428571","14.28571429","0","0","0","61.53846154","0","0","0","0","0","0","254","7415","38008","0","0","6","safe"
"42","34","0","2","2","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0.142857143","0.176470588","0","0","0","0","0","2","0","0","0","0","0","0","4","5","4","4","0","13","13","0","6.75","6.75","0","1","0","0","0","0","0","21","0.857142857","0.142857143","0","0","0","0","0","0.333333333","0","0","90","0","0","100","0","0","0","0","0","0","0","1","0","0","655","1535","4641","0","1","2","unsafe"
"63","20","0","3","1","0","0","0","0","0","0","0","0","8","0","1","0","0","0","0","1","0","0","0","1","0.095238095","0","0","0","0","0","0","3","1","0","0","0","0","0","8","3","2","3","2","9","9","7","5.125","6","4.833333333","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","136","-1","0","0","1","3","unsafe"
"24","16","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","4","3","3","0","8","8","0","5.5","5.5","0","0","0","0","0","0","0","177","1","0","0","0","0","0","0","0","0","0","100","0","100","0","0","0","1","100","0","0","0","0","1","0","591","2695","1453975","0","0","1","safe"
"60","16","0","2","0","0","0","0","0","0","3","0","0","4","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","7","1","2","2","3","10","9","10","6","5.5","6.2","0","1","0","0","0","0","210","0.971428571","0.028571429","0","0","0","0.5","0","0","0","0","100","0","100","0","0","0","0","94.44444444","0","0","0","0","0","0","902","7133","12","0","0","7","safe"
"58","17","0","4","2","0","0","0","0","0","0","0","0","7","0","1","0","0","0","0","0","0","0","0","1","0.086206897","0","0","0","0","0","0","3","0","0","0","0","0","0","11","1","2","2","2","5","5","5","3.363636364","3.666666667","3.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","12184","4150","0","1","5","safe"
"60","13","0","2","8","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","11","3","2","3","2","6","5","6","3.454545455","4","3.333333333","0","0","0","0","0","0","17","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1345","7420","285","0","0","7","safe"
"64","21","0","3","0","0","0","0","0","0","2","0","0","5","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","8","3","3","3","3","13","13","7","5.75","8","5","0","0","0","0","0","0","8","0.625","0.375","0","0","0","0.333333333","0","0","0","0","33.33333333","0","0","0","0","0","0","0","0","0","0","1","0","0","81","7578","2639822","0","0","5","safe"
"45","17","0","2","3","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","6","3","3","3","3","9","9","4","4.5","6","3.75","0","0","0","0","0","0","58","0.862068966","0.137931034","0","1","0","0","0","0.125","0","1","82.60869565","0","66.66666667","33.33333333","0","0","0","100","0","0","0","0","0","0","257","2299","0","0","1","2","safe"
"27","18","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","10","10","0","6.5","6.5","0","0","0","0","0","0","0","75","0.92","0.08","0","1","0","0.166666667","0","0.166666667","0","1","96","0","100","0","0","0","0","0","0","0","0","0","0","0","1609","5330","243844","0","0","5","safe"
"263","25","1","3","0","0","1","1","0","2","0","0","0","5","0","1","0","0","0","0","0","1","0","0","1","0.125475285","0","0","0","1","0","0","3","0","0","0","0","0","0","9","13","2","9","2","200","11","200","27","10","31.85714286","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","1","1","0","0","952","7083","17964","0","1","3","unsafe"
"53","17","0","3","2","0","0","0","0","0","0","0","0","6","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","3","1","0","0","0","0","0","9","3","2","3","2","6","5","6","3.888888889","4","3.833333333","1","0","0","0","0","0","16","0.5625","0.4375","0","1","0","0","0","0.571428571","0","1","60","0","50","50","0","0","0","100","0","0","0","1","1","0","0","-1","0","0","1","0","unsafe"
"49","15","0","2","3","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","1","0","0","0","0","0.040816327","0","0","0","0","0","0","2","0","0","1","0","2","0","8","3","1","3","1","8","7","8","3.75","5","3.333333333","0","1","0","0","0","0","301","0.750830565","0.249169435","0","1","0","0.066666667","0","0.026666667","0","1","77.77777778","0","41.57303371","58.42696629","0","0","0","73.68421053","0","0","0","0","0","0","59","9285","121","0","1","7","safe"
"46","14","1","2","1","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","1","0.173913043","0","0","0","0","0","0","2","1","1","0","0","1","0","6","8","2","2","2","9","7","9","5","4.5","5.25","0","0","0","0","0","0","184","0.994565217","0.005434783","0","0","0","0","0","0","0","0","95","0","100","0","0","0","1","100","0","0","0","0","0","0","225","-1","340","0","1","7","safe"
"44","19","0","3","0","0","1","0","0","1","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","6","3","2","3","2","12","12","5","4.833333333","7.5","3.5","0","0","0","0","0","0","35","0.8","0.2","0","0","0","0.571428571","0","0","0","0","100","0","0","0","0","0","0","22.22222222","0","0","0","1","1","1","0","-1","632297","0","0","1","safe"
"80","13","0","1","7","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","9","2","3","9","3","9","9","9","6.555555556","9","6.25","2","0","0","0","0","0","90","0.122222222","0.877777778","0","5","0","0.088607595","0","0.012658228","0","1","26.66666667","0","0","100","0","0","0","8.196721311","0","0","0","1","0","0","953","2699","12157","0","0","4","safe"
"125","38","0","2","1","0","1","0","0","0","0","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","7","6","2","12","2","52","21","52","15.14285714","16.5","14.6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","43","322","126941","0","1","0","unsafe"
"46","13","0","1","1","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","1","0","1","0","5","3","2","9","2","9","9","7","6.2","9","5.5","3","0","0","0","0","0","37","0.864864865","0.135135135","0","0","0","0.8","0","0","0","1","50","0","100","0","0","0","0","85.71428571","0","0","0","1","1","0","93","3208","0","0","1","0","unsafe"
"50","24","0","3","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","0","3","0","0","0","0","5","0","4","4","3","3","4","16","16","13","9","9.5","8.5","0","0","0","0","0","0","81","0.765432099","0.234567901","0","0","0","0.315789474","0","0","0","0","66.66666667","0","0","0","0","0","0","10","0","0","0","1","1","0","636","5207","27218","0","0","5","safe"
"34","25","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","17","17","0","10","10","0","0","0","0","0","0","0","130","0.992307692","0.007692308","0","0","0","0","0","0","0","0","100","0","0","100","0","0","0","100","0","0","0","1","1","0","61","1400","5664469","0","0","3","safe"
"159","13","0","9","1","0","1","0","0","1","1","0","6","7","0","1","0","0","0","0","0","0","0","1","0","0.075471698","0","0","0","0","0","0","3","1","1","0","0","0","0","23","3","1","3","1","19","5","19","5.391304348","4","5.523809524","0","0","0","0","0","0","22","0.227272727","0.772727273","0","2","0","0.058823529","0","0","0","1","23.07692308","0","0","0","0","0","0","0","0","0","0","1","0","0","207","1620","2363","0","1","4","unsafe"
"42","24","0","3","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","4","0","4","8","4","11","11","5","7","9.5","4.5","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","1","1","0","0","952","7083","17964","0","1","3","unsafe"
"27","18","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","3","3","3","0","11","11","0","7","7","0","0","0","0","0","0","0","18","0.833333333","0.166666667","0","1","0","0","0","0","0","1","66.66666667","0","100","0","0","0","0","100","0","0","0","1","1","0","0","1985","0","0","0","2","safe"
"45","17","0","3","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","1","0","6","3","1","3","1","9","9","8","4.833333333","6","4.25","0","0","0","0","0","0","169","0.633136095","0.366863905","0","0","0","0.14516129","0","0.612903226","0","1","30.95238095","0","100","0","0","0","0","50","0","0","0","0","0","0","616","8149","12761","0","0","6","safe"
"50","43","0","3","3","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","1","0","0","1","0.02","0.023255814","0","0","0","0","0","3","0","0","0","0","0","0","6","0","3","3","0","7","7","0","5.666666667","5.666666667","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","301","4081","0","0","1","0","unsafe"
"61","17","0","1","1","0","0","0","0","0","0","0","0","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","8","1","2","13","2","13","13","6","5.125","13","4","3","0","0","0","0","0","13","1","0","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","1","0","1","0","-1","6104856","0","1","1","unsafe"
"41","15","0","2","3","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0.024390244","0","0","0","0","0","0","2","0","0","0","0","1","0","6","3","2","3","2","7","7","7","4.166666667","5","3.75","0","0","0","0","0","0","183","0.93989071","0.06010929","0","0","0","0.090909091","0","0.090909091","0","1","88.88888889","0","80","20","0","0","0","89.74358974","0","0","0","0","0","0","1419","5886","184","0","0","6","safe"
"32","24","0","2","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","2","4","3","3","0","16","16","0","9.5","9.5","0","0","0","0","0","0","0","110","0.372727273","0.627272727","0","0","0","0.217391304","0","0.028985507","0","1","55.55555556","0","2.941176471","97.05882353","0","0","0","21.62162162","0","0","0","1","0","0","1559","3919","1841877","0","0","4","safe"
"127","50","1","4","1","0","1","2","0","3","2","0","0","4","0","1","0","0","0","0","0","1","0","0","0","0.173228346","0","0","0","0","1","0","3","1","0","0","0","1","0","13","6","2","3","2","17","13","17","7.769230769","8.4","7.375","0","0","0","0","0","0","51","1","0","0","0","0","0","0","0","0","0","100","0","100","0","0","0","0","100","0","0","0","1","1","0","25","3993","5707171","0","1","0","unsafe"
"57","17","0","3","0","0","0","0","0","0","4","0","0","4","0","1","0","0","0","0","1","0","0","0","1","0.035087719","0","0","0","0","0","0","3","0","0","0","0","0","0","9","5","1","3","1","9","9","9","4.222222222","6","3.714285714","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","83","5396","0","0","0","4","safe"
"61","20","0","3","0","0","0","0","0","0","1","0","0","4","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","6","3","3","3","3","12","12","10","7.5","7.5","7.5","0","0","0","0","0","0","7","1","0","0","0","0","0","0","0","0","0","100","0","100","0","0","0","0","0","0","0","0","0","0","0","154","6056","0","0","0","3","safe"
"122","46","1","5","0","0","1","2","0","3","2","0","0","5","0","1","0","0","0","0","1","1","0","0","0","0.155737705","0","0","0","0","1","0","3","0","0","0","0","1","0","12","6","2","3","2","17","13","17","7.916666667","7.6","8.142857143","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","100","0","0","0","1","0","0","14","4003","5816617","0","1","0","unsafe"
"42","19","0","3","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","4","0","3","13","3","13","13","5","6.5","13","4.333333333","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","23","-1","0","0","1","0","unsafe"
"20","13","0","2","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","6","6","0","6","6","0","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","295","7740","420949","0","0","2","safe"
"29","22","0","2","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","1","0","0","0","2","3","8","8","0","9","9","0","8.5","8.5","0","0","1","0","0","0","0","187","0.101604278","0.898395722","0","3","0","0.482142857","0","0.017857143","1","1","9.090909091","0","0","100","0","0","0","12.61261261","0","0","0","1","1","0","372","7297","0","0","0","5","safe"
